ReactionID,Reaction,UniprotID,EC,ReactionRule
HMR_2383,"-1.0 arachidonyl-CoA + -1.0 H+ + -1.0 malonyl-CoA --> 1.0 3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA + 1.0 CO2 + 1.0 CoA","['ELOV6_HUMAN', 'ELOV5_HUMAN', 'ELOV4_HUMAN', 'ELOV3_HUMAN', 'ELOV7_HUMAN', 'ELOV1_HUMAN', 'ELOV2_HUMAN']",2.3.1.199,Q9NYP7 or Q9BW60 or Q9GZR5 or Q9HB03 or A1L3X0 or Q9H5J4 or Q9NXB9
HMR_2387,"-1.0 3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA + 1.0 NADP+",['DHB12_HUMAN'],1.1.1.330,Q53GQ0
HMR_2389,"-1.0 3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA --> 1.0 (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + 1.0 H2O","['HACD3_HUMAN', 'HACD1_HUMAN', 'HIG2A_HUMAN', 'HACD4_HUMAN', 'HACD2_HUMAN']",4.2.1.134,Q9P035 or Q or B0YJ81 or Q5VWC8 or Q
HMR_2391,"-1.0 (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + 1.0 NADP+",[],NA,
HMR_2393,"-1.0 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + 2.0 H2O + 1.0 NADP+",[],NA,
HMR_2395,"-1.0 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + -1.0 H+ + -1.0 malonyl-CoA --> 1.0 3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA + 1.0 CO2 + 1.0 CoA","['ELOV6_HUMAN', 'ELOV5_HUMAN', 'ELOV4_HUMAN', 'ELOV3_HUMAN', 'ELOV7_HUMAN', 'ELOV1_HUMAN', 'ELOV2_HUMAN']",2.3.1.199,Q9NYP7 or Q9BW60 or Q9GZR5 or Q9HB03 or A1L3X0 or Q9H5J4 or Q9NXB9
HMR_2397,"-1.0 3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA + 1.0 NADP+",['DHB12_HUMAN'],1.1.1.330,Q53GQ0
HMR_2399,"-1.0 3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA --> 1.0 2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA + 1.0 H2O","['HACD3_HUMAN', 'HACD1_HUMAN', 'HIG2A_HUMAN', 'HACD4_HUMAN', 'HACD2_HUMAN']",4.2.1.134,Q9P035 or Q or B0YJ81 or Q5VWC8 or Q
HMR_2401,"-1.0 2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA + 1.0 NADP+","['TECRL_HUMAN', 'TECR_HUMAN']",1.3.1.93,Q9NZ01 or Q
HMR_2403,"-1.0 (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA + 2.0 H2O + 1.0 NADP+",[],NA,
HMR_2408,"-1.0 (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA + -1.0 O2 --> 1.0 H2O2 + 1.0 trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA","['ACOX3_HUMAN', 'ACOX1_HUMAN']",1.3.3.6,O15254 or Q15067
HMR_2409,"-1.0 H2O + -1.0 trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA --> 1.0 3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA","['ECI2_HUMAN', 'ECHA_HUMAN', 'ECHP_HUMAN', 'ECI1_HUMAN']",4.2.1.17,P40939 and Q08426 and P42126 and O75521
HMR_2410,"-1.0 3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA + -1.0 NAD+ --> 1.0 3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA + 1.0 H+ + 1.0 NADH","['DHB4_HUMAN', 'ECHP_HUMAN', 'THIK_HUMAN']","['1.1.1.35', '1.1.1.211']",P09110 and Q08426 and P51659
HMR_2411,"-1.0 3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA + -1.0 CoA --> 1.0 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + 1.0 acetyl-CoA","['MYO5B_HUMAN', 'THIK_HUMAN']",2.3.1.16,P09110 and Q9ULV0
HMR_2412," <--> 1.0 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",[],NA,
HMR_2415,"-1.0 dihomo-gamma-linolenoyl-CoA + -1.0 H+ + -1.0 malonyl-CoA --> 1.0 3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA + 1.0 CO2 + 1.0 CoA","['ELOV6_HUMAN', 'ELOV5_HUMAN', 'ELOV4_HUMAN', 'ELOV3_HUMAN', 'ELOV7_HUMAN', 'ELOV1_HUMAN', 'ELOV2_HUMAN']",2.3.1.199,Q9NYP7 or Q9BW60 or Q9GZR5 or Q9HB03 or A1L3X0 or Q9H5J4 or Q9NXB9
HMR_2417,"-1.0 3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA + 1.0 NADP+",['DHB12_HUMAN'],1.1.1.330,Q53GQ0
HMR_2419,"-1.0 3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA --> 1.0 H2O + 1.0 trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA","['HACD3_HUMAN', 'HACD1_HUMAN', 'HIG2A_HUMAN', 'HACD4_HUMAN', 'HACD2_HUMAN']",4.2.1.134,Q9P035 or Q or B0YJ81 or Q5VWC8 or Q
HMR_2421,"-1.0 H+ + -1.0 NADPH + -1.0 trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA --> 1.0 10,13,16-docosatrienoyl-CoA + 1.0 NADP+","['TECRL_HUMAN', 'TECR_HUMAN']",1.3.1.93,Q9NZ01 or Q
HMR_2423,"-1.0 H+ + -1.0 linoleoyl-CoA + -1.0 malonyl-CoA --> 1.0 3-oxoeicosa-cis,cis-11,14-dienoyl-CoA + 1.0 CO2 + 1.0 CoA","['ELOV6_HUMAN', 'ELOV5_HUMAN', 'ELOV4_HUMAN', 'ELOV3_HUMAN', 'ELOV7_HUMAN', 'ELOV1_HUMAN', 'ELOV2_HUMAN']",2.3.1.199,Q9NYP7 or Q9BW60 or Q9GZR5 or Q9HB03 or A1L3X0 or Q9H5J4 or Q9NXB9
HMR_2426,"-1.0 3-oxoeicosa-cis,cis-11,14-dienoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 (3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA + 1.0 NADP+",['DHB12_HUMAN'],1.1.1.330,Q53GQ0
HMR_2428,"-1.0 (3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA --> 1.0 H2O + 1.0 trans,cis,cis-2,11,14-eicosatrienoyl-CoA","['HACD3_HUMAN', 'HACD1_HUMAN', 'HIG2A_HUMAN', 'HACD4_HUMAN', 'HACD2_HUMAN']",4.2.1.134,Q9P035 or Q or B0YJ81 or Q5VWC8 or Q
HMR_2430,"-1.0 H+ + -1.0 NADPH + -1.0 trans,cis,cis-2,11,14-eicosatrienoyl-CoA --> 1.0 (11Z,14Z)-eicosadienoyl-CoA + 1.0 NADP+","['TECRL_HUMAN', 'TECR_HUMAN']",1.3.1.93,Q9NZ01 or Q
HMR_2433,"-1.0 (11Z,14Z)-eicosadienoyl-CoA + -1.0 H+ + -1.0 malonyl-CoA --> 1.0 3-oxodocasa-cis,cis-13,16-dienoyl-CoA + 1.0 CO2 + 1.0 CoA","['ELOV6_HUMAN', 'ELOV5_HUMAN', 'ELOV4_HUMAN', 'ELOV3_HUMAN', 'ELOV7_HUMAN', 'ELOV1_HUMAN', 'ELOV2_HUMAN']",2.3.1.199,Q9NYP7 or Q9BW60 or Q9GZR5 or Q9HB03 or A1L3X0 or Q9H5J4 or Q9NXB9
HMR_2434,"-1.0 3-oxodocasa-cis,cis-13,16-dienoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 (3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA + 1.0 NADP+",['DHB12_HUMAN'],1.1.1.330,Q53GQ0
HMR_2435,"-1.0 (3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA --> 1.0 H2O + 1.0 trans,cis,cis-2,13,16-docasatrienoyl-CoA","['HACD3_HUMAN', 'HACD1_HUMAN', 'HIG2A_HUMAN', 'HACD4_HUMAN', 'HACD2_HUMAN']",4.2.1.134,Q9P035 or Q or B0YJ81 or Q5VWC8 or Q
HMR_2436,"-1.0 H+ + -1.0 NADPH + -1.0 trans,cis,cis-2,13,16-docasatrienoyl-CoA --> 1.0 (13Z,16Z)-docosadienoyl-CoA + 1.0 NADP+","['TECRL_HUMAN', 'TECR_HUMAN']",1.3.1.93,Q9NZ01 or Q
HMR_3444,"-1.0 arachidonyl-CoA + -1.0 FAD --> 1.0 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA + 1.0 FADH2","['ACADV_HUMAN', 'ACAD9_HUMAN', 'ACADL_HUMAN', 'ACADM_HUMAN']","['1.3.8.7', '1.3.8.8', '1.3.8.9', '1.3.99.-']",P49748 or P28330 or P11310 or Q9H845
HMR_3445,"-1.0 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA --> 1.0 trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA","['ECI2_HUMAN', 'ECI1_HUMAN']",5.3.3.8,P42126 or O75521
HMR_3446,"-1.0 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 NADP+ + 1.0 trans-3-cis-8,11,14-eicosatetraenoyl-CoA","['DECR2_HUMAN', 'DECR_HUMAN']",1.3.1.34,Q16698 or Q9NUI1
HMR_3447,"-1.0 trans-3-cis-8,11,14-eicosatetraenoyl-CoA --> 1.0 trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA","['ECI2_HUMAN', 'ECI1_HUMAN', 'ECH1_HUMAN']","['5.3.3.8', '5.3.3.-']",Q13011 or P42126 or O75521
HMR_3448,"-1.0 dihomo-gamma-linolenoyl-CoA + -1.0 FAD --> 1.0 FADH2 + 1.0 trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA","['ACADV_HUMAN', 'ACAD9_HUMAN', 'ACADL_HUMAN', 'ACADM_HUMAN']","['1.3.8.7', '1.3.8.8', '1.3.8.9', '1.3.99.-']",P49748 or P28330 or P11310 or Q9H845
HMR_3449,"-1.0 H2O + -1.0 trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA --> 1.0 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA","['ECHA_HUMAN', 'ECHM_HUMAN', 'ECHP_HUMAN']",4.2.1.17,P40939 and Q08426 and P30084
HMR_3450,-1.0 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA + -1.0 NAD+ --> 1.0 3-oxo-dihomo-gamma-linolenoyl-CoA + 1.0 H+ + 1.0 NADH,"['HCDH_HUMAN', 'ECHA_HUMAN', 'HCD2_HUMAN']","['1.1.1.35', '1.1.1.211']",Q99714 and P40939 and Q16836
HMR_3452,"-1.0 FAD + -1.0 gamma-linolenoyl-CoA --> 1.0 (2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA + 1.0 FADH2","['ACADV_HUMAN', 'ACAD9_HUMAN', 'ACADL_HUMAN', 'ACADM_HUMAN']","['1.3.8.7', '1.3.8.8', '1.3.8.9', '1.3.99.-']",P49748 or P28330 or P11310 or Q9H845
HMR_3453,"-1.0 (2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA + -1.0 H2O --> 1.0 3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA","['ECHA_HUMAN', 'ECHM_HUMAN', 'ECHP_HUMAN']",4.2.1.17,P40939 and Q08426 and P30084
HMR_3454,"-1.0 3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA + -1.0 NAD+ <--> 1.0 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA + 1.0 H+ + 1.0 NADH","['HCDH_HUMAN', 'ECHA_HUMAN', 'HCD2_HUMAN']","['1.1.1.35', '1.1.1.211']",Q99714 and P40939 and Q16836
HMR_3455,"-1.0 (4Z,7Z,10Z)-hexadecatrienoyl-CoA + -1.0 acetyl-CoA <--> 1.0 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA + 1.0 CoA","['ECHA_HUMAN', 'THIM_HUMAN', 'ECHB_HUMAN']","['2.3.1.16', '1.1.1.211']",P40939 and P55084 and P42765
HMR_3456,"-1.0 (4Z,7Z,10Z)-hexadecatrienoyl-CoA + -1.0 O2 --> 1.0 (2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA + 1.0 H2O2","['ACADV_HUMAN', 'ACAD9_HUMAN', 'ACADL_HUMAN', 'ACADM_HUMAN']","['1.3.8.7', '1.3.8.8', '1.3.8.9', '1.3.99.-']",P49748 or P28330 or P11310 or Q9H845
HMR_3457,"-1.0 (2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA + -1.0 H+ + -1.0 NADPH <--> 1.0 (3Z,7Z,10Z)-hexadecatrienoyl-CoA + 1.0 NADP+","['DECR2_HUMAN', 'DECR_HUMAN']",1.3.1.34,Q16698 or Q9NUI1
HMR_3458,"-1.0 (3Z,7Z,10Z)-hexadecatrienoyl-CoA --> 1.0 trans,cis,cis-2,7,10-hexadecatrienoyl-CoA","['ECI2_HUMAN', 'ECI1_HUMAN']",5.3.3.8,P42126 or O75521
HMR_3459,"-1.0 arachidonyl-CoA + -1.0 O2 --> 1.0 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA + 1.0 H2O2","['ACOX3_HUMAN', 'ACOX1_HUMAN']",1.3.3.6,O15254 or Q15067
HMR_3460,"-1.0 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA --> 1.0 trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA","['ECI2_HUMAN', 'ECHA_HUMAN', 'ECHP_HUMAN', 'ECI1_HUMAN']",5.3.3.8,P40939 and Q08426 and P42126 and O75521
HMR_3461,"-1.0 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA + -1.0 H+ + -1.0 NADPH --> 1.0 NADP+ + 1.0 trans-3-cis-8,11,14-eicosatetraenoyl-CoA","['DECR2_HUMAN', 'DECR_HUMAN']",1.3.1.34,Q16698 or Q9NUI1
HMR_3462,"-1.0 trans-3-cis-8,11,14-eicosatetraenoyl-CoA --> 1.0 trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA","['ECI2_HUMAN', 'ECI1_HUMAN', 'ECHP_HUMAN', 'ECHA_HUMAN']",5.3.3.8,P40939 and Q08426 and P42126 and O75521
HMR_3463,"-1.0 H2O + -1.0 trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA --> 1.0 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA","['ECI2_HUMAN', 'ECHA_HUMAN', 'ECHP_HUMAN', 'ECI1_HUMAN']",4.2.1.17,P40939 and Q08426 and P42126 and O75521
HMR_3464,-1.0 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA + -1.0 NAD+ --> 1.0 3-oxo-dihomo-gamma-linolenoyl-CoA + 1.0 H+ + 1.0 NADH,"['DHB4_HUMAN', 'ECHP_HUMAN', 'THIK_HUMAN']","['1.1.1.35', '1.1.1.211']",P09110 and Q08426 and P51659
HMR_3466,"-1.0 gamma-linolenoyl-CoA + -1.0 O2 --> 1.0 (2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA + 1.0 H2O2","['ACOX3_HUMAN', 'ACOX1_HUMAN']",1.3.3.6,O15254 or Q15067
HMR_3467,"-1.0 (2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA + -1.0 H2O --> 1.0 3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA","['ECI2_HUMAN', 'ECHA_HUMAN', 'ECHP_HUMAN', 'ECI1_HUMAN']",4.2.1.17,P40939 and Q08426 and P42126 and O75521
HMR_3468,"-1.0 3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA + -1.0 NAD+ <--> 1.0 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA + 1.0 H+ + 1.0 NADH","['DHB4_HUMAN', 'ECHP_HUMAN', 'THIK_HUMAN']","['1.1.1.35', '1.1.1.211']",P09110 and Q08426 and P51659
HMR_3469,"-1.0 (4Z,7Z,10Z)-hexadecatrienoyl-CoA + -1.0 acetyl-CoA <--> 1.0 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA + 1.0 CoA","['MYO5B_HUMAN', 'THIK_HUMAN']",2.3.1.16,P09110 and Q9ULV0
HMR_3470,"-1.0 (4Z,7Z,10Z)-hexadecatrienoyl-CoA + -1.0 O2 --> 1.0 (2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA + 1.0 H2O2","['ACOX3_HUMAN', 'ACOX1_HUMAN']",1.3.3.6,O15254 or Q15067
HMR_3471,"-1.0 (2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA + -1.0 H+ + -1.0 NADPH <--> 1.0 (3Z,7Z,10Z)-hexadecatrienoyl-CoA + 1.0 NADP+","['DECR2_HUMAN', 'DECR_HUMAN']",1.3.1.34,Q16698 or Q9NUI1
HMR_3472,"-1.0 (3Z,7Z,10Z)-hexadecatrienoyl-CoA --> 1.0 trans,cis,cis-2,7,10-hexadecatrienoyl-CoA","['ECI2_HUMAN', 'ECI1_HUMAN', 'ECHP_HUMAN', 'ECHA_HUMAN']",5.3.3.8,P40939 and Q08426 and P42126 and O75521
HMR_0931,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 7-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509 or P24462
HMR_0932,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 8-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509 or P24462
HMR_0933,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 9-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509 or P24462
HMR_0934,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 10-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509 or P24462
HMR_0935,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 11-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509 or P24462
HMR_0936,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 13-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509 or P24462
HMR_0937,-1.0 arachidonate + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 16(R)-HETE + 1.0 H2O + 1.0 NADP+,"['CP2C8_HUMAN', 'CP2F1_HUMAN', 'CP4X1_HUMAN', 'CP4Z1_HUMAN', 'CP1B1_HUMAN', 'CP343_HUMAN', 'CP2A6_HUMAN', 'CP2A7_HUMAN', 'CP2AD_HUMAN', 'CP2E1_HUMAN', 'CP2S1_HUMAN', 'CP2B6_HUMAN', 'CP4B1_HUMAN', 'CP3A5_HUMAN', 'CP1A1_HUMAN', 'CP2CJ_HUMAN', 'CP3A7_HUMAN', 'CP4FC_HUMAN', 'CP4F8_HUMAN', 'CP2D6_HUMAN', 'CP19A_HUMAN', 'CP1A2_HUMAN', 'CP2J2_HUMAN', 'CP2C9_HUMAN', 'CP2CI_HUMAN', 'CP2U1_HUMAN', 'CP4FB_HUMAN', 'CP3A4_HUMAN']",1.14.14.1,Q9HB55 or P10635 or P20815 or P33260 or P05181 or P51589 or P11511 or Q16678 or P11712 or P10632 or P04798 or P05177 or P13584 or Q7Z449 or P08684 or P24462 or P33261 or Q96SQ9 or Q9HBI6 or Q86W10 or Q9HCS2 or Q8N118 or P or P20813 or P24903 or Q16696 or P20853 or P11509
